"time_s","random_vibration_g","sine_sweep","inst_freq_hz"
0,1.4059351033287,0,10
5e-04,0.642179541745813,0.0314120941039719,10.0008503354969
0.001,0.202565189579043,0.0627958518766386,10.0017007433008
0.0015,-0.0549161512700483,0.0941202818043183,10.002551223418
0.002,-0.65047556913584,0.125354437781425,10.0034017758544
0.0025,-1.21974424359419,0.156467449703759,10.0042524006164
0.003,-0.73547979216475,0.187428554010046,10.00510309771
0.0035,-0.792660746836386,0.21820712414181,10.0059538671414
0.004,-0.682971273532532,0.248772700890434,10.0068047089167
0.0045,0.67683348710652,0.279095022602916,10.0076556230422
0.005,0.882730677031046,0.309144055214855,10.0085066095239
0.0055,2.53502094898138,0.338890022081399,10.009357668368
0.006,3.88669339268165,0.36830343357705,10.0102087995806
0.0065,4.00812988965788,0.397355116433283,10.011060003168
0.007,5.09345010130942,0.426016242786342,10.0119112791362
0.0075,5.279057004434,0.454258358905105,10.0127626274914
0.008,4.62407052101115,0.482053413570967,10.0136140482398
0.0085,4.34267920532628,0.509373786080949,10.0144655413876
0.009,4.25286135357801,0.536192313845587,10.0153171069408
0.0095,4.77521319410309,0.562482319555064,10.0161687449057
0.01,5.19589035940091,0.588217637885099,10.0170204552883
0.0105,5.52553515824755,0.61337264171602,10.0178722380949
0.011,6.21778056982706,0.637922267839194,10.0187240933317
0.0115,5.24024536455943,0.661842042124032,10.0195760210047
0.012,5.9178825707942,0.685108104120303,10.0204280211201
0.0125,5.91274533877015,0.707697231071621,10.0212800936842
0.013,6.25690513331171,0.729586861314575,10.022132238703
0.0135,6.4955034713504,0.750755117040457,10.0229844561827
0.014,5.76132632656156,0.77118082639615,10.0238367461295
0.0145,5.47640759893552,0.790843544902185,10.0246891085495
0.015,4.83158092605657,0.809723576164721,10.0255415434489
0.0155,5.17672945827424,0.827801991862074,10.0263940508339
0.016,5.1412114646782,0.845060650983797,10.0272466307106
0.0165,4.99015493876151,0.861482218303036,10.0280992830852
0.017,4.63188292267992,0.877050182063466,10.0289520079639
0.0175,4.19371526846685,0.8917488708617,10.0298048053528
0.018,4.72299689645185,0.905563469708561,10.0306576752581
0.0185,3.94923077347605,0.91848003525177,10.0315106176859
0.019,3.78278405096199,0.930485510144516,10.0323636326425
0.0195,3.90075081776429,0.941567736544678,10.033216720134
0.02,4.57175978123973,0.951715468730511,10.0340698801665
0.0205,4.05046530066341,0.960918384819645,10.0349231127462
0.021,3.79400494073836,0.969167097578346,10.0357764178793
0.0215,2.91193390049277,0.976453164310212,10.036629795572
0.022,2.61334598847611,0.982769095812785,10.0374832458305
0.0225,2.31426693147344,0.988108364393037,10.0383367686608
0.023,3.09812365478419,0.992465410932381,10.0391903640692
0.0235,3.39955645696582,0.995835650993462,10.0400440320619
0.024,3.39335675519611,0.998215479961792,10.0408977726449
0.0245,3.89780503241553,0.999602277216141,10.0417515858246
0.025,3.65834531413273,0.999994409322622,10.0426054716071
0.0255,3.58046494365882,0.999391232248423,10.0434594299984
0.026,3.73453886298784,0.997793092592037,10.0443134610049
0.0265,4.70921423638503,0.995201327827828,10.0451675646327
0.027,5.0599017862275,0.991618265563818,10.0460217408879
0.0275,5.25438909587184,0.987047221812434,10.0468759897768
0.028,4.18555719429455,0.981492498275103,10.0477303113055
0.0285,4.29746952860232,0.974959378642379,10.0485847054802
0.029,4.31355248997905,0.967454123912525,10.0494391723071
0.0295,3.67412227678322,0.958983966732071,10.0502937117923
0.03,3.64758418330901,0.949557104763322,10.051148323942
0.0305,3.6724627631892,0.939182693084321,10.0520030087624
0.031,3.93320153708838,0.927870835628109,10.0528577662597
0.0315,4.28777157692344,0.915632575668672,10.0537125964401
0.032,4.39808149502426,0.902479885362657,10.0545674993098
0.0325,4.99195838394844,0.88842565435576,10.0554224748748
0.033,5.36490628555461,0.873483677464802,10.0562775231415
0.0335,5.96663041049823,0.857668641446854,10.0571326441159
0.034,6.62222025953932,0.840996110867432,10.0579878378043
0.0345,6.92043818011571,0.823482513081332,10.0588431042129
0.035,7.04795857465924,0.805145122340436,10.0596984433478
0.0355,6.33989053797085,0.78600204304303,10.0605538552153
0.036,5.83470273080636,0.76607219214104,10.0614093398214
0.0365,5.18528650302624,0.745375280721654,10.0622648971724
0.037,4.07379522869414,0.723931794781441,10.0631205272746
0.0375,3.17734665050778,0.701762975210757,10.0639762301339
0.038,2.56732272775152,0.678890797008211,10.0648320057568
0.0385,2.17322683049518,0.655337947745314,10.0656878541493
0.039,2.09140456936495,0.631127805301474,10.0665437753176
0.0395,3.53876800862974,0.606284414892017,10.0673997692679
0.04,3.67857451201751,0.580832465410337,10.0682558360064
0.0405,3.607614346244,0.554797265108597,10.0691119755393
0.041,3.55342303978428,0.528204716638882,10.0699681878728
0.0415,3.24052334237252,0.501081291481386,10.0708244730131
0.042,2.6884497628055,0.473454003782718,10.0716808309663
0.0425,2.44308249972831,0.44535038363104,10.0725372617387
0.043,2.18149789194939,0.416798449794183,10.0733937653364
0.0435,1.95063040757942,0.387826681947092,10.0742503417657
0.044,0.813856968310319,0.358463992416393,10.0751069910327
0.0445,1.15856839651853,0.328739697470033,10.0759637131437
0.045,2.14089431637155,0.298683488179495,10.0768205081047
0.0455,1.70134470230067,0.268325400884799,10.0776773759221
0.046,2.04780262576499,0.237695787290117,10.078534316602
0.0465,2.15215402572449,0.206825284220596,10.0793913301506
0.047,2.62944182534833,0.175744783069846,10.0802484165741
0.0475,2.22424191350353,0.144485398969181,10.0811055758787
0.048,2.86697003470213,0.113078439708321,10.0819628080706
0.0485,1.86301599299063,0.0815553744388973,10.082820113156
0.049,1.55644775571614,0.049947802192735,10.0836774911411
0.0495,1.43270247890006,0.0182874202450808,10.0845349420321
0.05,1.72310549877579,-0.0133940076449138,10.0853924658352
0.0505,2.04979486804697,-0.0450646830846997,10.0862500625566
0.051,1.96003417723596,-0.076692804957921,10.0871077322024
0.0515,1.1989721213427,-0.108246601361075,10.087965474779
0.052,1.36475934239587,-0.139694361535846,10.0888232902925
0.0525,0.351585067905846,-0.17100446776364,10.089681178749
0.053,0.953883615146803,-0.202145427191905,10.0905391401549
0.0535,1.5637635675217,-0.233085903558122,10.0913971745162
0.054,2.04891257440078,-0.263794748782096,10.0922552818393
0.0545,2.08174476759809,-0.294241034392107,10.0931134621303
0.055,1.77809754775768,-0.324394082754744,10.0939717153954
0.0555,2.02463039026723,-0.354223498076446,10.0948300416408
0.056,2.38063868027543,-0.383699197144694,10.0956884408728
0.0565,2.70892418322569,-0.412791439779097,10.0965469130974
0.057,2.1081614066797,-0.441470858959825,10.0974054583211
0.0575,3.01500468972473,-0.469708490603974,10.0982640765498
0.058,2.19141190432595,-0.497475802958828,10.09912276779
0.0585,2.82585551055623,-0.524744725582697,10.0999815320476
0.059,3.37343321711228,-0.551487677882905,10.1008403693291
0.0595,3.49302971306489,-0.577677597182908,10.1016992796405
0.06,2.46750811597062,-0.603287966288483,10.1025582629882
0.0605,3.38314529224716,-0.628292840526,10.1034173193782
0.061,3.73866165929578,-0.652666874224205,10.1042764488169
0.0615,3.55471823111734,-0.676385346612646,10.1051356513104
0.062,3.93185249455483,-0.699424187110125,10.1059949268649
0.0625,4.7956808428805,-0.721759999976702,10.1068542754867
0.063,5.01115308526825,-0.74337008830422,10.1077136971819
0.0635,4.93141602558442,-0.76423247732085,10.1085731919568
0.064,3.93070720358561,-0.784325936984101,10.1094327598176
0.0645,4.47855338827571,-0.803630003840938,10.1102924007705
0.065,4.02426590032429,-0.822125002129905,10.1111521148217
0.0655,4.44315625185317,-0.839792064105622,10.1120119019775
0.066,4.88671296258343,-0.856613149562385,10.112871762244
0.0665,5.01537206436676,-0.872571064537582,10.1137316956275
0.067,5.61262019715252,-0.887649479175021,10.1145917021342
0.0675,5.03499069162482,-0.901832944729179,10.1154517817703
0.068,5.20796100715943,-0.915106909692416,10.116311934542
0.0685,5.66681146075132,-0.927457735028251,10.1171721604555
0.069,5.71929171687547,-0.93887270849419,10.1180324595172
0.0695,6.22422525870862,-0.949340058039092,10.1188928317331
0.07,5.20142055313991,-0.958848964260216,10.1197532771095
0.0705,4.55967509128649,-0.967389571906966,10.1206137956526
0.071,4.57004523699705,-0.974953000418531,10.1214743873687
0.0715,4.60601125503395,-0.981531353483891,10.1223350522639
0.072,4.81039134972271,-0.987117727613591,10.1231957903446
0.0725,4.6701362390359,-0.991706219713789,10.1240566016168
0.073,4.0303230962177,-0.9952919336539,10.1249174860869
0.0735,4.24841855647678,-0.99787098582021,10.125778443761
0.074,4.37274822346888,-0.999440509648985,10.1266394746455
0.0745,3.61041640650626,-0.999998659133469,10.1275005787464
0.075,3.31956826033901,-0.999544611300291,10.1283617560701
0.0755,3.92767031779717,-0.998078567651761,10.1292230066228
0.076,3.29178751999428,-0.995601754571692,10.1300843304106
0.0765,3.09843142320469,-0.99211642269332,10.1309457274399
0.077,3.45374831444953,-0.98762584522897,10.1318071977168
0.0775,2.8942856850556,-0.982134315262344,10.1326687412476
0.078,1.8581058459808,-0.975647142004878,10.1335303580385
0.0785,2.546485284192,-0.968170646019427,10.1343920480957
0.079,3.24704982446787,-0.95971215341483,10.1352538114255
0.0795,3.17540312140141,-0.950279989016234,10.136115648034
0.08,3.32428232161565,-0.939883468517692,10.1369775579277
0.0805,3.31569327940336,-0.928532889623089,10.1378395411125
0.081,3.25355519093504,-0.916239522184526,10.1387015975949
0.0815,3.64496277053188,-0.903015597346395,10.139563727381
0.082,4.2126792999704,-0.888874295705499,10.140425930477
0.0825,3.93213416313943,-0.873829734498672,10.1412882068892
0.083,4.0518153358529,-0.857896953829304,10.1421505566239
0.0835,4.39187039470925,-0.841091901946429,10.1430129796872
0.084,4.50088121802034,-0.823431419590411,10.1438754760854
0.0845,3.23378110157944,-0.804933223419559,10.1447380458247
0.085,1.73076683545341,-0.785615888534948,10.1456006889114
0.0855,1.99296063767832,-0.76549883011893,10.1464634053517
0.086,2.67752543643823,-0.744602284206193,10.1473261951519
0.0865,1.82932507836237,-0.722947287605613,10.1481890583181
0.087,2.1712446739336,-0.700555656992764,10.1490519948566
0.0875,2.28520484820457,-0.677449967193462,10.1499150047737
0.088,2.68689201718167,-0.653653528679518,10.1507780880756
0.0885,3.44706447588066,-0.629190364299106,10.1516412447686
0.089,3.46857921166368,-0.604085185264751,10.1525044748588
0.0895,3.03129481187549,-0.578363366422357,10.1533677783525
0.09,4.31838281436282,-0.552050920825804,10.154231155256
0.0905,5.66245504406991,-0.525174473643037,10.1550946055755
0.091,6.24679255953011,-0.497761235418661,10.1559581293172
0.0915,6.00452295326283,-0.469838974719903,10.1568217264875
0.092,6.17631203062345,-0.44143599019364,10.1576853970924
0.0925,5.71749086761355,-0.41258108206224,10.1585491411384
0.093,6.25203172158771,-0.383303523086401,10.1594129586315
0.0935,6.3907041062783,-0.353633029024239,10.1602768495781
0.094,5.14419124404806,-0.323599728616858,10.1611408139845
0.0945,4.61596052588498,-0.293234133129201,10.1620048518568
0.095,3.33617666663329,-0.262567105478318,10.1628689632013
0.0955,4.01301962442481,-0.23162982897933,10.1637331480243
0.096,3.76126226021611,-0.200453775740522,10.1645974063319
0.0965,3.01247618151928,-0.169070674739844,10.1654617381305
0.097,2.88941449373028,-0.137512479615204,10.1663261434264
0.0975,3.05108263954401,-0.105811336200321,10.1671906222256
0.098,2.44772338113171,-0.073999549840023,10.1680551745346
